	timestamp	purchase	item
162	2020-01-24 06:51:24	n	nan
163	2020-01-07 04:23:07	n	nan
164	2020-01-13 23:20:11	n	nan
165	2020-01-27 03:44:19	n	nan
166	2020-01-02 10:18:14	n	nan
167	2020-01-05 09:40:41	n	nan
168	2020-01-18 05:36:13	n	nan
169	2020-01-01 09:04:17	n	nan
170	2020-01-13 11:57:49	n	nan
171	2020-01-19 09:19:12	n	nan
172	2020-01-11 03:08:52	n	nan
173	2020-01-20 15:45:13	n	nan
174	2020-01-06 01:06:18	n	nan
175	2020-01-04 18:01:16	n	nan
176	2020-01-26 18:09:15	n	nan
177	2020-01-21 10:25:18	y	phone home - et
178	2020-01-22 18:38:29	n	nan
179	2020-01-03 08:53:59	n	nan
180	2020-01-29 18:56:42	n	nan
181	2020-01-12 11:55:33	n	nan
182	2020-01-17 19:49:14	n	nan
183	2020-01-03 13:51:35	n	nan
184	2020-01-30 15:38:05	n	nan
185	2020-01-12 23:15:22	n	nan
186	2020-01-04 15:08:46	n	nan
187	2020-01-01 15:40:25	n	nan
188	2020-01-14 21:28:18	y	the snap - avengers: infinity war
189	2020-01-20 20:39:32	n	nan
190	2020-01-04 06:55:23	n	nan
191	2020-01-08 02:20:37	y	there's no place like home - wizard of oz
192	2020-01-23 07:46:01	n	nan
193	2020-01-18 13:14:29	n	nan
194	2020-01-14 14:24:31	n	nan
195	2020-01-03 15:14:57	n	nan
196	2020-01-12 07:28:59	n	nan
197	2020-01-24 20:58:29	y	spaghetti - lady and the tramp
198	2020-01-23 14:27:54	y	boombox scene - say_anything
199	2020-01-02 00:17:46	n	nan
200	2020-01-01 16:17:43	n	nan
201	2020-01-28 03:12:42	n	nan
202	2020-01-17 09:37:13	n	nan
203	2020-01-26 18:24:16	n	nan
204	2020-01-28 21:52:46	n	nan
205	2020-01-15 14:33:39	n	nan
206	2020-01-26 02:18:28	n	nan
207	2020-01-30 22:27:48	n	nan
208	2020-01-26 17:54:38	n	nan
209	2020-01-01 06:47:46	n	nan
210	2020-01-08 13:49:20	n	nan
211	2020-01-08 12:43:22	n	nan
212	2020-01-19 03:04:32	n	nan
213	2020-01-18 21:19:46	n	nan
214	2020-01-17 11:55:12	n	nan
215	2020-01-14 00:26:05	n	nan
216	2020-01-14 12:58:30	n	nan
217	2020-01-13 22:11:19	n	nan
218	2020-01-04 06:19:58	n	nan
219	2020-01-08 08:30:12	n	nan
220	2020-01-17 10:41:31	n	nan
221	2020-01-14 03:29:10	n	nan
222	2020-01-23 23:33:19	n	nan
223	2020-01-23 02:50:23	n	nan
224	2020-01-17 00:10:05	n	nan
225	2020-01-03 08:33:44	n	nan
226	2020-01-28 16:32:06	n	nan
227	2020-01-02 06:15:05	n	nan
228	2020-01-21 03:56:59	y	give my creation life - young frankenstein
229	2020-01-19 22:01:35	n	nan
230	2020-01-21 08:49:52	n	nan
231	2020-01-11 17:51:50	n	nan
232	2020-01-04 09:24:45	n	nan
233	2020-01-31 05:55:05	n	nan
234	2020-01-01 07:07:41	n	nan
235	2020-01-18 16:23:00	n	nan
236	2020-01-18 23:13:59	n	nan
237	2020-01-05 18:37:47	n	nan
238	2020-01-24 05:15:45	n	nan
239	2020-01-18 18:04:59	n	nan
240	2020-01-05 06:26:03	n	nan
241	2020-01-20 17:06:46	n	nan
242	2020-01-17 04:07:00	n	nan
243	2020-01-03 11:00:38	y	wingardium leviosa - harry potter
244	2020-01-31 08:12:56	n	nan
245	2020-01-22 12:57:29	y	indy running from boulder - raiders of the lost ark
246	2020-01-09 14:11:39	n	nan
247	2020-01-29 02:01:06	n	nan
248	2020-01-20 15:36:21	n	nan
249	2020-01-28 19:09:17	n	nan
250	2020-01-13 21:04:19	n	nan
251	2020-01-04 19:43:48	n	nan
252	2020-01-09 14:17:54	n	nan
253	2020-01-13 17:32:53	n	nan
254	2020-01-15 09:38:08	n	nan
255	2020-01-21 14:17:48	n	nan
256	2020-01-30 05:25:51	n	nan
257	2020-01-07 23:11:13	n	nan
258	2020-01-19 19:50:10	n	nan
259	2020-01-06 11:31:57	n	nan
260	2020-01-16 10:47:38	n	nan
261	2020-01-16 01:55:59	n	nan
262	2020-01-05 17:21:23	n	nan
263	2020-01-21 12:33:59	n	nan
264	2020-01-29 16:53:09	n	nan
265	2020-01-29 00:02:48	n	nan
266	2020-01-03 09:05:36	n	nan
267	2020-01-26 06:05:25	n	nan
268	2020-01-02 10:58:45	n	nan
269	2020-01-05 03:38:44	n	nan
270	2020-01-30 03:49:05	n	nan
271	2020-01-19 22:31:00	n	nan
272	2020-01-30 17:24:23	n	nan
273	2020-01-13 20:22:05	n	nan
274	2020-01-07 12:14:12	n	nan
275	2020-01-10 00:40:35	n	nan
276	2020-01-22 06:03:33	n	nan
277	2020-01-04 16:06:35	n	nan
278	2020-01-05 16:03:40	n	nan
279	2020-01-21 13:34:22	y	lights flickering morse code - parasite
280	2020-01-17 21:25:25	n	nan
281	2020-01-01 22:32:36	y	t-rex - jurassic park
282	2020-01-20 22:01:53	n	nan
283	2020-01-20 07:34:17	n	nan
284	2020-01-10 22:39:20	n	nan
285	2020-01-15 07:40:54	n	nan
286	2020-01-21 18:17:43	n	nan
287	2020-01-03 12:28:03	n	nan
288	2020-01-03 23:59:37	n	nan
289	2020-01-14 07:40:36	y	cue cards - love actually
290	2020-01-03 20:08:42	n	nan
291	2020-01-14 04:46:54	n	nan
292	2020-01-18 23:43:44	n	nan
293	2020-01-02 15:04:28	n	nan
294	2020-01-20 06:11:52	n	nan
295	2020-01-04 03:30:28	n	nan
296	2020-01-18 01:45:18	n	nan
297	2020-01-28 06:55:26	n	nan
298	2020-01-10 20:35:29	n	nan
299	2020-01-25 15:01:00	n	nan
300	2020-01-04 04:40:28	n	nan
301	2020-01-23 07:10:23	n	nan
302	2020-01-29 05:24:35	n	nan
303	2020-01-04 13:33:54	n	nan
304	2020-01-10 03:22:26	n	nan
305	2020-01-20 15:15:03	n	nan
306	2020-01-17 08:37:02	n	nan
307	2020-01-17 19:34:15	n	nan
308	2020-01-23 04:18:08	n	nan
309	2020-01-10 02:15:53	n	nan
310	2020-01-03 09:31:58	n	nan
311	2020-01-27 15:00:29	n	nan
312	2020-01-17 01:40:13	n	nan
313	2020-01-12 03:42:48	n	nan
314	2020-01-17 04:49:41	n	nan
315	2020-01-22 18:12:40	n	nan
316	2020-01-05 11:03:57	n	nan
317	2020-01-23 14:50:20	n	nan
318	2020-01-07 05:05:34	n	nan
319	2020-01-22 00:24:33	n	nan
320	2020-01-22 23:14:25	n	nan
321	2020-01-20 20:47:04	n	nan
322	2020-01-29 21:24:49	n	nan
323	2020-01-04 21:37:51	n	nan
324	2020-01-28 11:17:49	n	nan
325	2020-01-09 11:26:42	n	nan
326	2020-01-18 21:48:42	n	nan
327	2020-01-08 15:04:22	n	nan
328	2020-01-06 03:20:30	n	nan
329	2020-01-09 21:22:05	n	nan
330	2020-01-29 22:34:28	n	nan
331	2020-01-05 18:29:29	n	nan
332	2020-01-03 02:31:33	n	nan
333	2020-01-29 03:18:14	n	nan
334	2020-01-26 14:40:48	n	nan
335	2020-01-14 18:16:10	n	nan
336	2020-01-09 23:31:59	n	nan
337	2020-01-17 16:46:37	n	nan
338	2020-01-30 03:43:54	n	nan
339	2020-01-01 22:21:15	n	nan
340	2020-01-14 09:33:06	n	nan
341	2020-01-02 10:18:57	n	nan
342	2020-01-03 01:02:57	n	nan
343	2020-01-14 08:20:17	n	nan
344	2020-01-23 02:10:00	n	nan
345	2020-01-16 18:07:57	n	nan
346	2020-01-11 00:16:09	n	nan
347	2020-01-21 01:39:44	n	nan
348	2020-01-20 20:02:34	y	circle of life - lion king
349	2020-01-05 18:22:20	n	nan
350	2020-01-09 01:04:23	n	nan
351	2020-01-23 01:36:47	n	nan
352	2020-01-15 05:54:34	n	nan
353	2020-01-09 02:36:53	n	nan
354	2020-01-26 06:25:41	n	nan
355	2020-01-25 05:38:12	n	nan
356	2020-01-14 06:50:57	n	nan
357	2020-01-05 11:54:26	n	nan
358	2020-01-08 17:29:34	n	nan
359	2020-01-04 23:22:44	n	nan
360	2020-01-28 02:27:28	n	nan
361	2020-01-19 21:15:13	n	nan
362	2020-01-03 10:43:43	n	nan
363	2020-01-06 22:36:24	n	nan
364	2020-01-01 23:05:38	n	nan
365	2020-01-29 14:24:55	n	nan
366	2020-01-28 06:58:36	n	nan
367	2020-01-01 02:52:58	n	nan
368	2020-01-13 15:29:00	n	nan
369	2020-01-16 09:37:57	n	nan
370	2020-01-11 08:32:58	n	nan
371	2020-01-21 10:17:19	n	nan
372	2020-01-26 00:19:59	n	nan
373	2020-01-26 05:00:02	n	nan
374	2020-01-02 03:32:44	n	nan
375	2020-01-04 00:32:21	n	nan
376	2020-01-26 06:16:34	n	nan
377	2020-01-05 10:35:43	n	nan
378	2020-01-07 02:54:24	n	nan
379	2020-01-06 21:38:26	n	nan
380	2020-01-15 19:41:12	n	nan
381	2020-01-12 02:24:55	n	nan
382	2020-01-22 20:59:54	n	nan
383	2020-01-11 16:15:35	n	nan
384	2020-01-03 01:17:38	n	nan
385	2020-01-16 11:13:17	n	nan
386	2020-01-04 06:18:27	n	nan
387	2020-01-10 12:05:24	n	nan
388	2020-01-10 23:03:39	y	commodus thumbs down - gladiator
389	2020-01-16 16:19:27	n	nan
390	2020-01-21 07:28:53	n	nan
391	2020-01-23 03:21:57	n	nan
392	2020-01-23 12:55:47	n	nan
393	2020-01-26 10:33:38	n	nan
394	2020-01-18 19:22:23	n	nan
395	2020-01-16 21:12:07	n	nan
396	2020-01-12 11:08:50	n	nan
397	2020-01-09 07:21:52	n	nan
398	2020-01-19 15:57:26	n	nan
399	2020-01-10 12:55:38	n	nan
400	2020-01-31 06:40:35	n	nan
401	2020-01-16 17:20:03	n	nan
402	2020-01-17 08:25:43	n	nan
403	2020-01-08 18:50:28	n	nan
404	2020-01-28 03:52:04	y	spinning top - inception
405	2020-01-20 19:46:11	n	nan
406	2020-01-28 17:29:08	n	nan
407	2020-01-20 19:40:50	n	nan
408	2020-01-03 15:21:18	n	nan
409	2020-01-01 19:01:17	n	nan
410	2020-01-21 18:40:51	n	nan
411	2020-01-27 16:59:42	n	nan
412	2020-01-28 14:11:23	y	upside-down kiss - spiderman
413	2020-01-06 13:12:07	n	nan
414	2020-01-18 01:27:16	n	nan
415	2020-01-05 14:08:15	n	nan
416	2020-01-13 23:33:48	n	nan
417	2020-01-02 09:01:00	n	nan
418	2020-01-20 19:42:43	n	nan
419	2020-01-10 10:38:49	n	nan
420	2020-01-09 18:01:29	n	nan
421	2020-01-20 01:29:06	y	i love lamp - anchorman
422	2020-01-19 04:26:50	n	nan
423	2020-01-03 01:49:10	n	nan
424	2020-01-04 06:59:08	n	nan
425	2020-01-09 20:55:53	n	nan
426	2020-01-10 16:14:39	y	as you wish - princess bride
427	2020-01-20 04:33:52	n	nan
428	2020-01-29 17:59:18	n	nan
429	2020-01-15 11:38:12	y	tale as old as time - beauty and the beast
430	2020-01-18 13:08:06	n	nan
431	2020-01-07 01:36:33	n	nan
432	2019-12-31 19:09:17	n	nan
433	2020-01-17 13:49:08	n	nan
434	2020-01-23 13:26:00	n	nan
435	2020-01-06 23:53:20	n	nan
436	2020-01-11 15:19:16	n	nan
437	2020-01-10 06:03:28	n	nan
438	2020-01-11 20:45:44	n	nan
439	2020-01-08 10:06:08	n	nan
440	2020-01-24 10:01:01	n	nan
441	2020-01-14 15:14:40	n	nan
442	2020-01-28 02:30:02	n	nan
443	2020-01-01 17:24:57	n	nan
444	2020-01-08 00:58:03	n	nan
445	2020-01-21 03:17:22	n	nan
446	2020-01-02 04:49:47	n	nan
447	2020-01-13 20:41:35	n	nan
448	2020-01-09 05:06:16	n	nan
449	2020-01-03 07:21:37	n	nan
450	2020-01-09 10:25:50	n	nan
451	2020-01-19 16:43:38	n	nan
452	2020-01-02 22:12:55	n	nan
453	2020-01-14 22:08:47	n	nan
454	2020-01-30 12:29:59	n	nan
455	2019-12-31 22:45:45	n	nan
456	2020-01-16 23:18:39	n	nan
457	2020-01-28 21:16:33	n	nan
458	2020-01-28 14:47:38	n	nan
459	2020-01-27 21:08:47	n	nan
460	2020-01-02 07:38:12	n	nan
461	2020-01-01 09:38:07	n	nan
462	2020-01-17 13:20:06	n	nan
463	2020-01-17 15:31:50	n	nan
464	2020-01-05 23:38:13	n	nan
465	2020-01-24 02:34:15	y	goodbye at airport - casablanca
466	2020-01-03 04:16:38	n	nan
467	2020-01-22 04:27:09	n	nan
468	2020-01-13 15:18:00	n	nan
469	2019-12-31 20:41:35	n	nan
470	2020-01-27 03:39:55	n	nan
471	2020-01-26 01:42:02	n	nan
472	2020-01-25 17:50:40	n	nan
473	2020-01-06 19:39:36	n	nan
474	2020-01-11 00:21:15	n	nan
475	2020-01-17 15:33:25	n	nan
476	2020-01-05 01:24:20	n	nan
477	2020-01-03 20:36:22	n	nan
478	2020-01-28 07:43:52	n	nan
479	2020-01-26 11:44:11	n	nan
480	2020-01-20 10:40:31	n	nan
481	2020-01-10 17:55:21	n	nan
482	2020-01-23 18:00:36	n	nan
483	2020-01-07 18:45:41	n	nan
484	2020-01-25 22:22:35	y	library dance - breakfast club
485	2020-01-14 06:18:41	n	nan
486	2020-01-22 15:01:05	n	nan
487	2020-01-28 19:30:56	n	nan
488	2020-01-06 07:50:36	n	nan
489	2020-01-08 00:56:39	n	nan
490	2020-01-29 06:15:50	y	door scene - titanic
491	2020-01-05 06:48:40	n	nan
492	2020-01-26 18:11:13	n	nan
493	2020-01-05 05:56:56	n	nan
494	2020-01-29 22:27:39	n	nan
495	2020-01-16 08:40:02	n	nan
496	2020-01-09 21:11:19	n	nan
497	2020-01-31 08:54:51	n	nan
498	2020-01-21 19:35:03	n	nan
499	2020-01-31 09:48:43	n	nan
