	Salmon_Weight
342	68.10281206277939
343	9.829082404395669
344	51.597909897652855
345	35.770739352525545
346	37.878257618653116
347	18.600755628073284
348	41.61906596543511
349	56.84463407419624
350	120.67771792926176
351	40.811542076549614
352	28.921505419621006
353	106.6215134953298
354	23.12090802069395
355	68.40027289973808
356	175.13035703030948
357	35.11234444773118
358	76.64950642749034
359	13.025220046167329
360	64.47205391056504
361	12.22682210028824
362	77.01954314009161
363	57.03626607195786
364	91.8580839912026
365	101.81279025847263
366	37.459354870542334
367	100.18188449903136
368	108.7199246823303
369	55.26645838057642
370	32.80818840015504
371	41.849022348140814
372	25.48829248554235
373	58.45798366572272
374	38.892384923375786
375	44.97671351675008
376	46.6376216352495
377	86.75418388678015
378	20.64974669513853
379	35.62309696385171
380	47.618164848697894
381	163.3305536307021
382	137.55889933107548
383	15.908976552693934
384	29.87789526514975
385	77.12146941625475
386	58.61629802727394
387	25.1249557108843
388	40.70556742901858
389	42.672486850710456
390	9.519798997048245
391	208.52006946553402
392	9.637306882792418
393	25.67493640056849
394	87.64723272464502
395	73.24685782301164
396	89.30947594879245
397	70.20560427861793
398	37.75688457745483
399	55.808521899286454
400	69.58828653637319
401	53.29951303422287
402	68.80864465091874
403	98.38236056513612
404	109.14643517383213
405	31.718608167583128
406	7.180733145658079
407	59.919538961160214
408	33.13483241479947
409	141.8025791620319
410	53.58888786815599
411	11.035636006332142
412	38.54087440313028
413	37.09812875453196
414	11.622753266062093
415	35.36578752148032
416	63.301087184458545
417	34.86104271670771
418	70.05464612292212
419	36.708161512221224
420	11.837427125001776
421	59.836665392272636
422	36.81327208437549
423	40.05132356134853
424	30.30708601087285
425	16.073388988473788
426	25.709508752499648
427	19.131342997619964
428	26.216068504519374
429	29.718547014722496
430	148.43497859894057
431	143.91098578576128
432	41.00660249590491
433	99.95162035318731
434	143.61818950401675
435	67.41249891079636
436	28.605397244339287
437	29.572600326616346
438	121.71185742421964
439	39.61336447007596
440	72.83575691085507
441	74.0950675131808
442	106.4839681184024
443	50.730535807269106
444	46.01564200509694
445	12.799133583047347
446	95.49009622131732
447	64.70226331010427
448	38.637270692845604
449	21.85388571583137
450	90.97275683094904
451	56.074850471470135
452	66.65647275753898
453	92.79841245141421
454	67.30762025868279
455	29.053474534902392
456	46.526383576731256
457	42.53695313017037
458	20.03056179941297
459	100.04859251015294
460	100.67248021519451
461	53.52378763193366
462	18.67176477427904
463	89.82738307411616
464	60.336072582456254
465	175.98008970469925
466	33.555449620578734
467	13.295308271877122
468	66.30451303280506
469	44.845357677349746
470	48.01111939506807
471	49.75000690325743
472	117.12939425015543
473	49.41686489260187
474	53.78357940407156
475	11.419116560747824
476	50.449455662137574
477	57.78183651268699
478	89.78468409363049
479	63.45636399622954
480	75.13407109371614
481	8.866172663031879
482	142.79752423603398
483	75.080312017954
484	18.17032395945432
485	27.95436441000507
486	42.439283793100046
487	4.870154233433929
488	20.93120089006127
489	11.233217725890476
490	30.781365213662944
491	72.30035701545641
492	132.98384850025394
493	110.31108206510069
494	13.858279952656904
495	27.856856325972046
496	125.02336694571498
497	46.73206324483039
498	29.362627396421427
499	107.80754023204472
500	83.34850103941154
501	56.391777481202276
502	20.902035293332947
503	64.45612683962187
504	33.50307444402589
505	37.586160612780674
506	9.377525901955183
507	15.55874483659566
508	39.25621181555341
509	86.10403290856968
510	63.83110780834897
511	131.39895578819394
512	39.857179085520094
513	25.54861966576884
514	36.434355024209424
515	63.79379162271136
516	42.91060142084086
517	87.99041001381337
518	64.11320449001988
519	9.78375514377297
520	177.07620284771463
521	9.856799520633444
522	156.64415527611897
523	18.253647656404322
524	37.71993919027168
525	23.39083279199541
526	82.05445024188613
527	32.92104777905807
528	44.92273257247144
529	49.70568119199317
530	61.47985431975922
531	43.107696663581756
532	100.37294179755544
533	53.266305588036154
534	27.59961971868943
535	20.8110673607634
536	45.74141316624794
537	27.834698381513487
538	117.89949440859188
539	120.1133450532216
540	85.4581629029183
541	63.771715116143596
542	77.00870352005896
543	118.67673015326628
544	31.4901600388718
545	122.0773766658464
546	91.68863389451994
547	85.60286282354235
548	36.646094629813625
549	31.420448039157524
550	59.114649041700055
551	21.74526552938395
552	18.52908991689688
553	25.298503039361385
554	63.689012205067044
555	42.271201693529726
556	23.313441217829336
557	11.947542501059766
558	38.75177952128702
559	138.93953384933303
560	172.4770780464168
561	28.289086166510124
562	66.48127091384572
563	49.91940875140708
564	63.48502791060217
565	38.22039618208142
566	8.312967939891426
567	146.62660771749933
568	76.60636473154324
569	26.71722313903993
570	26.615265376817423
571	44.25178131421581
572	195.24707683637212
573	65.47027708895693
574	100.0488349788428
575	111.62556031240986
576	164.2690274848471
577	23.483875411345853
578	259.0811349222164
579	48.65840599700007
580	48.865600287940566
581	80.37134629470133
582	40.220622003858345
583	62.28274452737073
584	22.477468025766047
585	289.9960223182736
586	107.47230686060324
587	13.924084589805856
588	25.771540294584145
589	125.46454241067995
590	20.991438144382744
591	32.135120627592265
592	99.96082452365792
593	22.74375986699881
594	53.30440931427464
595	114.19390514718245
596	126.88824112139505
597	107.49861180954173
598	37.47325080526629
599	189.6843282291153
600	9.594967208323213
601	25.288342652123728
602	107.1874230198933
603	64.3294376736591
604	19.816570582731256
605	35.694964594302505
606	77.6294052390121
607	23.642895340568536
608	42.21148257261024
609	32.65132397092316
610	14.411741832164287
611	79.4262424232082
612	21.206034645322102
613	55.487852450266466
614	17.847900704164203
615	35.035789109576285
616	96.47167307353895
617	24.12513685649684
618	46.82671425674768
619	24.44211373165195
620	39.18137656795873
621	28.650219600856524
622	49.539970581369296
623	41.469422157019615
624	110.42164232229818
625	94.6353121995242
626	139.49595852728478
627	72.25213348046503
628	40.588424829349755
629	93.12638444221051
630	45.083398909288405
631	52.33389608280407
632	5.153846371713797
633	58.52019798981984
634	70.97857164839314
635	42.293068019165844
636	35.72634189014045
637	106.82481544793505
638	30.09309221169054
639	84.18075436354334
640	44.89606650217971
641	31.38285688696098
642	92.7770675183227
643	16.2400600510797
644	28.7021973814793
645	69.5290209060884
646	55.01044511736001
647	46.32850203783521
648	73.81019938222106
649	37.521307864308355
650	36.02706736723168
651	13.619743966542305
652	41.94552733910189
653	37.71096323526672
654	37.46931158121138
655	74.50935522679461
656	26.056505350493374
657	87.85447434266915
658	74.62637124708802
659	132.5941429291561
660	40.75389821401932
661	141.65690957536566
662	44.0827366848516
663	49.69998146004977
664	28.380384040007392
665	19.84826162710716
666	31.32970447901944
667	56.791275447672824
668	45.263795102626865
669	14.443274844372873
670	63.14184001789056
671	39.296705152588636
672	40.95934229801457
673	91.81128468431444
674	136.76077844225142
675	51.330976866234074
676	54.092172367586095
677	27.772999089643157
678	39.40574259617462
679	47.125474614111404
680	24.925762355464467
681	165.41963498886375
682	194.00772413620209
683	173.88121826155205
684	28.285135094547915
685	40.27391019427804
686	56.38757631748982
687	19.304707482872047
688	64.57015095673886
689	174.4489808983359
690	17.162667378878336
691	25.56429246392184
692	173.42840231321378
693	122.0979340408854
694	43.995359836224296
695	37.67576043598861
696	28.931542546164497
697	50.4376064452449
698	63.308027492397564
699	38.00054534989417
700	47.30800678086179
701	38.302376848853726
702	81.71023083564332
703	39.999241121544095
704	22.340154505444822
705	41.06310113654453
706	47.4824172184345
707	45.09406067464894
708	83.9106914259014
709	71.39717139587951
710	42.18319621182131
711	43.51570860508018
712	35.169169352486435
713	86.74540498093116
714	59.79647697802912
715	143.3041594909911
716	28.80928040737209
717	44.9954762991935
718	76.9759704012655
719	55.91302998888383
720	46.936578404556045
721	71.59040112947
722	14.337279907266975
723	77.64213952439759
724	32.54916232315536
725	34.491114465942665
726	48.60644928702306
727	11.3515179016325
728	58.17747636414976
729	177.7457434757559
730	103.16887932583248
731	15.014266071598295
732	122.42528427782163
733	23.08018059882923
734	48.15777186068125
735	21.822362315275434
736	68.65775723529015
737	32.72027622814182
738	3.956249628060785
739	51.38931827676975
740	21.951411835131715
741	90.69886774253892
742	7.383471314465523
743	10.459882652654006
744	10.50124936496758
745	99.74651487989719
746	50.09399101942571
747	57.254191082887665
748	126.94254754231727
749	36.15606017228474
750	45.5541174549499
751	44.322631442494746
752	90.11389282179199
753	90.09434844534401
754	53.240349847369735
755	96.61812491116945
756	136.4318629697507
757	10.75852482438621
758	28.446508979209298
759	81.11023505165788
760	18.224313387446585
761	81.69512227386204
762	69.70487861868988
763	42.056072010178276
764	60.220560034826896
765	67.59318082856608
766	69.20877206332297
767	63.76899543780686
768	155.17489961980212
769	34.302681125706464
770	34.381760432500464
771	22.845178713866677
772	54.42818257534822
773	74.430256290824
774	177.19877474110646
775	57.1916143528394
776	167.9697972275877
777	73.88116210353131
778	65.311031576404
779	49.7821145530003
780	92.78046352580887
781	142.5758800742048
782	211.59653783740356
783	135.14626679123094
784	44.086633200354214
785	45.755237891540574
786	31.87365277286311
787	49.73829659880132
788	63.907406668013394
789	81.03406918035473
790	39.89683975088207
791	60.2280066262123
792	50.38371825485484
793	62.10296625591491
794	117.32923257475679
795	133.61352587686008
796	29.082048302682182
797	37.52740210422291
798	65.29159554378428
799	100.56751624874857
800	46.62991628206711
801	25.57327137331817
802	152.7902285003377
803	77.60500195049876
804	24.87854723164877
805	15.321391116314675
806	24.27299421097389
807	16.361401523475106
808	21.112751350415863
809	57.79568443339293
810	86.95723529511282
811	26.47814597836945
812	8.222900650193507
813	20.26569772691867
814	35.55944828172661
815	43.869063352756655
816	40.45201966964568
817	27.360258644967328
818	41.52670066036468
819	40.87570323366161
820	159.07099602229516
821	43.49804886309329
822	44.38478991839362
823	27.252926614036607
824	50.46714476943737
825	19.621513833636072
826	112.11523548762636
827	37.03817508739631
828	49.26090538995139
829	148.08012117432796
830	65.83394978465027
831	39.38447328645536
832	12.520673012697964
833	63.72130963480553
834	70.08918739101017
835	39.37304862621775
836	82.82690343068995
837	81.89653134109848
838	60.641515483039576
839	125.82021199348559
840	43.019713255765375
841	31.2301508430546
842	91.48408944067577
843	46.97283757030987
844	68.16540554162859
845	8.63090244089558
846	77.7815057838944
847	103.36699507771036
848	0.5634487742359742
849	156.64657091897405
850	85.03718313635164
851	3.2673018692074947
852	22.324147152120293
853	24.031264266556953
854	33.14016586436808
855	131.1833911245104
856	91.50050441594392
857	65.3486180866054
858	97.4993906846787
859	34.469310355055306
860	26.1545407510327
861	57.536562806593196
862	28.12574273335105
863	58.72972611851277
864	51.859391240490176
865	41.74071122746728
866	16.855726705959956
867	35.84981021561279
868	4.885832073432794
869	44.34556754420404
870	12.987703349331056
871	16.4662562401151
872	98.43333690636784
873	30.78463943952218
874	24.19969932745968
875	28.15163752653452
876	2.1720101553309537
877	41.626294493768924
878	158.89315416977405
879	66.0027584524495
880	88.1807643864356
881	50.09947224576735
882	38.59736963772425
883	53.780175800976
884	66.78661833998291
885	86.62256108025471
886	8.129128954587289
887	207.05768811829793
888	23.51097360292305
889	10.887919907515776
890	46.580731771951115
891	43.10848378335957
892	128.79090199020348
893	151.69233768037418
894	57.052861821839784
895	30.03613931574749
896	72.6147665895089
897	15.787879559676313
898	42.02173676635249
899	75.82364049858998
900	58.26115504491321
901	109.60464694663423
902	82.82906342420287
903	121.72768459185848
904	29.985168340045128
905	191.25719522375118
906	58.92408913386154
907	24.48799535660769
908	26.251754714131827
909	106.5029794281657
910	19.56056400450312
911	90.1728500067136
912	26.910155992721663
913	67.60540509980851
914	3.25978679912198
915	139.95366208943545
916	59.023019307961604
917	153.1783925955296
918	103.62551265836704
919	68.80883020484363
920	62.90488074182853
921	99.82670939721741
922	42.9676690991835
923	101.99310687290772
924	60.710889717740706
925	57.54294089599664
926	110.35965175276951
927	55.297258427214814
928	21.269170120605093
929	72.09876105526445
930	22.600064752841266
931	65.84548141099805
932	36.75005995351926
933	76.85356422514161
934	44.64101855795308
935	53.571389667821464
936	8.543171411205678
937	18.911613938139297
938	32.67664259168283
939	63.11714800598216
940	42.88338890274491
941	25.456469938638037
942	105.57502751800436
943	33.724019343940284
944	8.308271482525495
945	81.94745988152165
946	90.72129398391144
947	60.7554733871664
948	94.51334443732644
949	53.47079800343421
950	31.640741136659752
951	89.36957223739599
952	24.171761402137946
953	26.20794633657208
954	78.55934411313319
955	50.85650196847775
956	12.287618870611453
957	49.34291869780422
958	122.32577817477369
959	52.500458259859826
960	77.66878123413406
961	29.856916289098738
962	57.162016568877135
963	42.901629759953494
964	35.962484492050116
965	11.00291607664978
966	52.10453815669221
967	76.25638789168103
968	43.968894698939216
969	82.22625748574761
970	30.583773542690142
971	65.46762994130441
972	91.36488863418872
973	52.984898426740806
974	54.70477099009064
975	104.13065875448042
976	21.755068370938726
977	45.98458070252562
978	0.7150879042413729
979	40.44043116561683
980	141.44122501459546
981	36.80331109683383
982	22.938470397726274
983	56.15361460730046
984	51.357578252264844
985	145.05723355481481
986	39.08077002494577
987	21.065605155006725
988	18.58301014039433
989	36.18544733331548
990	64.3159754897729
991	53.430609781221854
992	100.66219962632431
993	130.6597799712648
994	10.44664741549322
995	32.85978080989211
996	43.30349870386397
997	111.87191099548471
998	33.185991722932656
999	58.48145427489389
