YEAR,SAMPLE,OWNERSHP,VALUEH,HHWT
2024,202401,1,90000,103.0
2024,202401,1,10000,34.0
2024,202401,1,350000,45.0
2024,202401,1,250000,105.0
2024,202401,1,300000,85.0
2024,202401,1,800000,37.0
2024,202401,1,450000,44.0
2024,202401,1,330000,52.0
2024,202401,1,350000,99.0
2024,202401,1,225000,62.0
2024,202401,1,325000,64.0
2024,202401,1,1000000,53.0
2024,202401,1,150000,58.0
2024,202401,1,120000,11.0
2024,202401,1,900000,176.0
2024,202401,1,250000,16.0
2024,202401,1,500000,26.0
2024,202401,1,440000,57.0
2024,202401,1,1000000,244.0
2024,202401,1,200000,138.0
2024,202401,1,220000,192.0
2024,202401,1,850000,76.0
2024,202401,1,120000,244.0
2024,202401,1,1210000,62.0
2024,202401,1,125000,5.0
2024,202401,1,350000,98.0
2024,202401,1,500000,80.0
2024,202401,1,525000,67.0
2024,202401,1,450000,124.0
2024,202401,1,600000,179.0
2024,202401,1,315000,24.0
2024,202401,1,900000,52.0
2024,202401,1,480000,284.0
2024,202401,1,1000000,56.0
2024,202401,1,120000,91.0
2024,202401,1,250000,84.0
2024,202401,1,225000,30.0
2024,202401,1,80000,92.0
2024,202401,1,1000000,77.0
2024,202401,1,575000,78.0
2024,202401,1,1400000,52.0
2024,202401,1,600000,148.0
2024,202401,1,900000,264.0
2024,202401,1,3610000,113.0
2024,202401,1,560000,72.0
2024,202401,1,220000,86.0
2024,202401,1,200000,72.0
2024,202401,1,100000,36.0
2024,202401,1,5000,36.0
2024,202401,1,100000,34.0
2024,202401,1,160000,113.0
2024,202401,1,75000,28.0
2024,202401,1,1500000,56.0
2024,202401,1,200000,184.0
2024,202401,1,400000,62.0
2024,202401,1,500000,80.0
2024,202401,1,450000,43.0
2024,202401,1,755000,68.0
2024,202401,1,1400000,117.0
2024,202401,1,300000,83.0
2024,202401,1,850000,69.0
2024,202401,1,500000,96.0
2024,202401,1,389000,111.0
2024,202401,1,165000,46.0
2024,202401,1,480000,65.0
2024,202401,1,2000000,46.0
2024,202401,1,350000,57.0
2024,202401,1,850000,40.0
2024,202401,1,300000,26.0
2024,202401,1,150000,30.0
2024,202401,1,90000,47.0
2024,202401,1,10000,65.0
2024,202401,1,15000,38.0
2024,202401,1,235000,57.0
2024,202401,1,550000,60.0
2024,202401,1,325000,45.0
2024,202401,1,508000,433.0
2024,202401,1,1000,109.0
2024,202401,1,350000,42.0
2024,202401,1,60000,75.0
2024,202401,1,1500000,117.0
2024,202401,1,860000,42.0
2024,202401,1,300000,265.0
2024,202401,1,450000,59.0
2024,202401,1,500000,50.0
2024,202401,1,50000,45.0
2024,202401,1,750000,90.0
2024,202401,1,600000,26.0
2024,202401,1,185000,123.0
2024,202401,1,700000,61.0
2024,202401,1,675000,98.0
2024,202401,1,400000,89.0
2024,202401,1,600000,359.0
2024,202401,1,200000,103.0
2024,202401,1,100000,63.0
2024,202401,1,150000,64.0
2024,202401,1,510000,108.0
2024,202401,1,230000,76.0
2024,202401,1,104000,280.0
2024,202401,1,2000000,48.0
2024,202401,1,190000,48.0
2024,202401,1,520000,70.0
2024,202401,1,1200000,34.0
2024,202401,1,750000,72.0
2024,202401,1,100000,33.0
2024,202401,1,750000,56.0
2024,202401,1,300000,78.0
2024,202401,1,350000,85.0
2024,202401,1,300000,55.0
2024,202401,1,1200000,93.0
2024,202401,1,280000,80.0
2024,202401,1,65000,25.0
2024,202401,1,50000,12.0
2024,202401,1,90000,115.0
2024,202401,1,175000,76.0
2024,202401,1,180000,77.0
2024,202401,1,1500000,32.0
2024,202401,1,185000,203.0
2024,202401,1,239000,75.0
2024,202401,1,560000,56.0
2024,202401,1,78000,78.0
2024,202401,1,30000,66.0
2024,202401,1,2000000,38.0
2024,202401,1,600000,69.0
2024,202401,1,1200000,117.0
2024,202401,1,270000,120.0
2024,202401,1,300000,57.0
2024,202401,1,700000,59.0
2024,202401,1,150000,40.0
2024,202401,1,1000000,29.0
2024,202401,1,485000,52.0
2024,202401,1,280000,46.0
2024,202401,1,650000,44.0
2024,202401,1,850000,75.0
2024,202401,1,450000,97.0
2024,202401,1,600000,58.0
2024,202401,1,2000000,68.0
2024,202401,1,3500000,59.0
2024,202401,1,180000,38.0
2024,202401,1,600000,57.0
2024,202401,1,545000,131.0
2024,202401,1,300000,47.0
2024,202401,1,420000,85.0
2024,202401,1,680000,270.0
2024,202401,1,125000,25.0
2024,202401,1,130000,70.0
2024,202401,1,9000,40.0
2024,202401,1,35000,46.0
2024,202401,1,550000,48.0
2024,202401,1,90000,68.0
2024,202401,1,250000,118.0
2024,202401,1,650000,14.0
2024,202401,1,300000,152.0
2024,202401,1,175000,25.0
2024,202401,1,600000,86.0
2024,202401,1,350000,54.0
2024,202401,1,369000,195.0
2024,202401,1,600000,56.0
2024,202401,1,550000,67.0
2024,202401,1,400000,116.0
2024,202401,1,200000,62.0
2024,202401,1,500000,20.0
2024,202401,1,500000,329.0
2024,202401,1,136000,102.0
2024,202401,1,25000,60.0
2024,202401,1,200000,27.0
2024,202401,1,700000,194.0
2024,202401,1,230000,55.0
2024,202401,1,70000,181.0
2024,202401,1,700000,70.0
2024,202401,1,350000,88.0
2024,202401,1,200000,95.0
2024,202401,1,280000,249.0
2024,202401,1,125000,40.0
2024,202401,1,500000,49.0
2024,202401,1,300000,168.0
2024,202401,1,275000,74.0
2024,202401,1,175000,25.0
2024,202401,1,560000,75.0
2024,202401,1,1800000,89.0
2024,202401,1,400000,57.0
2024,202401,1,90000,65.0
2024,202401,1,2000000,65.0
2024,202401,1,279000,73.0
2024,202401,1,354000,82.0
2024,202401,1,478000,63.0
2024,202401,1,460000,65.0
2024,202401,1,350000,69.0
2024,202401,1,8103000,168.0
2024,202401,1,1600000,175.0
2024,202401,1,15000,57.0
2024,202401,1,250000,64.0
2024,202401,1,332000,59.0
2024,202401,1,42500,175.0
2024,202401,1,1000000,199.0
2024,202401,1,250000,66.0
2024,202401,1,170000,75.0
2024,202401,1,1000000,73.0
2024,202401,1,475000,24.0
2024,202401,1,500000,36.0
2024,202401,1,114000,57.0
2024,202401,1,420000,33.0
2024,202401,1,550000,61.0
2024,202401,1,500000,47.0
2024,202401,1,2000000,26.0
2024,202401,1,140000,15.0
2024,202401,1,140000,39.0
2024,202401,1,1200000,50.0
2024,202401,1,120000,414.0
2024,202401,1,549000,80.0
2024,202401,1,700000,59.0
2024,202401,1,650000,16.0
2024,202401,1,1235000,49.0
2024,202401,1,200000,39.0
2024,202401,1,50000,30.0
2024,202401,1,1500000,15.0
2024,202401,1,200000,68.0
2024,202401,1,185000,197.0
2024,202401,1,250000,92.0
2024,202401,1,1200000,94.0
2024,202401,1,300000,41.0
2024,202401,1,320000,39.0
2024,202401,1,431000,222.0
2024,202401,1,240000,101.0
2024,202401,1,210000,75.0
2024,202401,1,410000,63.0
2024,202401,1,450000,35.0
2024,202401,1,400000,401.0
2024,202401,1,450000,70.0
2024,202401,1,250000,54.0
2024,202401,1,400000,162.0
2024,202401,1,400000,51.0
2024,202401,1,490000,84.0
2024,202401,1,230000,108.0
2024,202401,1,100000,63.0
2024,202401,1,650000,34.0
2024,202401,1,214000,10.0
2024,202401,1,135000,200.0
2024,202401,1,90000,26.0
2024,202401,1,200000,69.0
2024,202401,1,550000,47.0
2024,202401,1,930000,257.0
2024,202401,1,200000,67.0
2024,202401,1,150000,257.0
2024,202401,1,400000,21.0
2024,202401,1,400000,173.0
2024,202401,1,210000,145.0
2024,202401,1,230000,39.0
2024,202401,1,1100000,64.0
2024,202401,1,700000,67.0
2024,202401,1,400000,108.0
2024,202401,1,78000,49.0
2024,202401,1,150000,113.0
2024,202401,1,700000,17.0
2024,202401,1,45000,23.0
2024,202401,1,125000,29.0
2024,202401,1,37500,23.0
2024,202401,1,375000,84.0
2024,202401,1,700000,18.0
2024,202401,1,290000,46.0
2024,202401,1,750000,91.0
2024,202401,1,450000,108.0
2024,202401,1,400000,55.0
2024,202401,1,390000,74.0
2024,202401,1,608000,39.0
2024,202401,1,265000,40.0
2024,202401,1,850000,56.0
2024,202401,1,950000,42.0
2024,202401,1,300000,21.0
2024,202401,1,950000,65.0
2024,202401,1,200000,41.0
2024,202401,1,150000,46.0
2024,202401,1,115000,59.0
2024,202401,1,885000,54.0
2024,202401,1,650000,81.0
2024,202401,1,340000,134.0
2024,202401,1,75000,345.0
2024,202401,1,750000,85.0
2024,202401,1,485000,54.0
2024,202401,1,665000,58.0
2024,202401,1,1000000,68.0
2024,202401,1,570000,250.0
2024,202401,1,200000,57.0
2024,202401,1,400000,218.0
2024,202401,1,200000,175.0
2024,202401,1,165000,133.0
2024,202401,1,2537000,52.0
2024,202401,1,600000,103.0
2024,202401,1,230000,552.0
2024,202401,1,570000,107.0
2024,202401,1,100000,322.0
2024,202401,1,200000,47.0
2024,202401,1,300000,43.0
2024,202401,1,400000,126.0
2024,202401,1,680000,64.0
2024,202401,1,650000,48.0
2024,202401,1,501000,64.0
2024,202401,1,3674000,15.0
2024,202401,1,100000,57.0
2024,202401,1,12000,47.0
2024,202401,1,1500000,142.0
2024,202401,1,300000,146.0
2024,202401,1,425000,52.0
2024,202401,1,18000,32.0
2024,202401,1,200000,56.0
2024,202401,1,165000,25.0
2024,202401,1,530000,64.0
2024,202401,1,330000,65.0
2024,202401,1,60000,18.0
2024,202401,1,660000,63.0
2024,202401,1,350000,218.0
2024,202401,1,950000,46.0
2024,202401,1,450000,153.0
2024,202401,1,550000,101.0
2024,202401,1,20000,98.0
2024,202401,1,250000,44.0
2024,202401,1,60000,53.0
2024,202401,1,350000,86.0
2024,202401,1,285000,46.0
2024,202401,1,350000,34.0
2024,202401,1,275000,74.0
2024,202401,1,180000,39.0
2024,202401,1,350000,48.0
2024,202401,1,140000,401.0
2024,202401,1,420000,18.0
2024,202401,1,340000,72.0
2024,202401,1,350000,303.0
2024,202401,1,380000,67.0
2024,202401,1,200000,179.0
2024,202401,1,350000,198.0
2024,202401,1,200000,84.0
2024,202401,1,2000000,63.0
2024,202401,1,2500000,60.0
2024,202401,1,380000,93.0
2024,202401,1,1000000,56.0
2024,202401,1,200000,113.0
2024,202401,1,1800000,56.0
2024,202401,1,260000,56.0
2024,202401,1,510000,75.0
2024,202401,1,100000,6.0
2024,202401,1,100000,64.0
2024,202401,1,500000,17.0
2024,202401,1,180000,77.0
2024,202401,1,1200000,66.0
2024,202401,1,317000,65.0
2024,202401,1,800000,53.0
2024,202401,1,200000,174.0
2024,202401,1,750000,22.0
2024,202401,1,220000,68.0
2024,202401,1,425000,77.0
2024,202401,1,1300000,52.0
2024,202401,1,1000000,65.0
2024,202401,1,1100,64.0
2024,202401,1,820000,74.0
2024,202401,1,150000,53.0
2024,202401,1,400000,71.0
2024,202401,1,790000,63.0
2024,202401,1,285000,21.0
2024,202401,1,936000,196.0
2024,202401,1,40000,194.0
2024,202401,1,38000,21.0
2024,202401,1,250000,40.0
2024,202401,1,500000,80.0
2024,202401,1,225000,41.0
2024,202401,1,340000,74.0
2024,202401,1,975000,178.0
2024,202401,1,380000,103.0
2024,202401,1,1200000,56.0
2024,202401,1,240000,16.0
2024,202401,1,400000,59.0
2024,202401,1,475000,49.0
2024,202401,1,300000,89.0
2024,202401,1,500000,97.0
2024,202401,1,1100000,130.0
2024,202401,1,575000,99.0
2024,202401,1,1300000,94.0
2024,202401,1,800000,152.0
2024,202401,1,700000,123.0
2024,202401,1,425000,87.0
2024,202401,1,800000,155.0
2024,202401,1,350000,84.0
2024,202401,1,800000,31.0
2024,202401,1,500000,29.0
2024,202401,1,200000,37.0
2024,202401,1,220000,54.0
2024,202401,1,550000,37.0
2024,202401,1,900000,92.0
2024,202401,1,240000,23.0
2024,202401,1,450000,39.0
2024,202401,1,235000,39.0
2024,202401,1,250000,27.0
2024,202401,1,170000,89.0
2024,202401,1,300000,73.0
2024,202401,1,20000,20.0
2024,202401,1,43500,45.0
2024,202401,1,389000,65.0
2024,202401,1,200000,25.0
2024,202401,1,320000,89.0
2024,202401,1,500000,58.0
2024,202401,1,2433000,6.0
2024,202401,1,200000,25.0
2024,202401,1,1200000,94.0
2024,202401,1,400000,24.0
2024,202401,1,400000,36.0
2024,202401,1,450000,27.0
2024,202401,1,675000,66.0
2024,202401,1,17800,131.0
2024,202401,1,100000,58.0
2024,202401,1,250000,41.0
2024,202401,1,250000,31.0
2024,202401,1,1100000,61.0
2024,202401,1,1000000,22.0
2024,202401,1,340000,210.0
2024,202401,1,500000,85.0
2024,202401,1,250000,385.0
2024,202401,1,650000,12.0
2024,202401,1,215000,145.0
2024,202401,1,600000,29.0
2024,202401,1,336000,37.0
2024,202401,1,350000,168.0
2024,202401,1,150000,13.0
2024,202401,1,700000,214.0
2024,202401,1,400000,65.0
2024,202401,1,300000,116.0
2024,202401,1,189000,38.0
2024,202401,1,125000,19.0
2024,202401,1,450000,12.0
2024,202401,1,69000,12.0
2024,202401,1,420000,230.0
2024,202401,1,45000,13.0
2024,202401,1,380000,212.0
2024,202401,1,400000,48.0
2024,202401,1,65000,96.0
2024,202401,1,610000,62.0
2024,202401,1,550000,25.0
2024,202401,1,500000,221.0
2024,202401,1,315000,69.0
2024,202401,1,420000,376.0
2024,202401,1,500000,151.0
2024,202401,1,200000,42.0
2024,202401,1,190000,28.0
2024,202401,1,350000,122.0
2024,202401,1,625000,86.0
2024,202401,1,400000,39.0
2024,202401,1,850000,76.0
2024,202401,1,3000,71.0
2024,202401,1,235000,86.0
2024,202401,1,600000,63.0
2024,202401,1,3000000,20.0
2024,202401,1,700000,94.0
2024,202401,1,700000,122.0
2024,202401,1,90000,65.0
2024,202401,1,300000,51.0
2024,202401,1,64000,169.0
2024,202401,1,500000,107.0
2024,202401,1,150000,80.0
2024,202401,1,190000,50.0
2024,202401,1,140000,96.0
2024,202401,1,325000,63.0
2024,202401,1,400000,22.0
2024,202401,1,300000,161.0
2024,202401,1,530000,53.0
2024,202401,1,100000,18.0
2024,202401,1,485000,481.0
2024,202401,1,3000,24.0
2024,202401,1,715000,80.0
2024,202401,1,8865000,78.0
2024,202401,1,225000,189.0
2024,202401,1,940000,34.0
2024,202401,1,350000,23.0
2024,202401,1,300000,46.0
2024,202401,1,675000,122.0
2024,202401,1,430000,81.0
2024,202401,1,435000,94.0
2024,202401,1,300000,71.0
2024,202401,1,325000,77.0
2024,202401,1,750000,116.0
2024,202401,1,225000,73.0
2024,202401,1,700000,59.0
2024,202401,1,210000,149.0
2024,202401,1,337000,588.0
2024,202401,1,850000,93.0
2024,202401,1,200000,28.0
2024,202401,1,650000,93.0
2024,202401,1,230000,53.0
2024,202401,1,417000,63.0
2024,202401,1,675000,60.0
2024,202401,1,815000,34.0
2024,202401,1,80000,122.0
2024,202401,1,75000,15.0
2024,202401,1,350000,53.0
2024,202401,1,425000,51.0
2024,202401,1,1300000,86.0
2024,202401,1,300000,123.0
2024,202401,1,250000,15.0
2024,202401,1,425000,64.0
2024,202401,1,450000,80.0
2024,202401,1,6471000,49.0
2024,202401,1,400000,179.0
2024,202401,1,100000,50.0
2024,202401,1,550000,48.0
2024,202401,1,350000,66.0
2024,202401,1,200000,56.0
2024,202401,1,600000,45.0
2024,202401,1,400000,46.0
2024,202401,1,1000000,65.0
2024,202401,1,300000,56.0
2024,202401,1,340000,95.0
2024,202401,1,190000,62.0
2024,202401,1,44000,37.0
2024,202401,1,730000,48.0
2024,202401,1,136000,39.0
2024,202401,1,3859000,151.0
2024,202401,1,290000,88.0
2024,202401,1,700000,37.0
2024,202401,1,150000,47.0
2024,202401,1,600000,13.0
2024,202401,1,401000,61.0
2024,202401,1,256000,51.0
2024,202401,1,750000,44.0
2024,202401,1,800000,18.0
2024,202401,1,175000,369.0
2024,202401,1,400000,73.0
2024,202401,1,750000,102.0
2024,202401,1,400000,77.0
2024,202401,1,400000,15.0
2024,202401,1,2100000,34.0
2024,202401,1,80000,79.0
2024,202401,1,350000,22.0
2024,202401,1,275000,12.0
2024,202401,1,400000,97.0
2024,202401,1,550000,111.0
2024,202401,1,1200000,59.0
2024,202401,1,500000,52.0
2024,202401,1,3000,68.0
2024,202401,1,1000,34.0
2024,202401,1,375000,118.0
2024,202401,1,485000,72.0
2024,202401,1,325000,68.0
2024,202401,1,100000,125.0
2024,202401,1,390000,99.0
2024,202401,1,1400000,50.0
2024,202401,1,800000,97.0
2024,202401,1,450000,84.0
2024,202401,1,500000,79.0
2024,202401,1,1500000,64.0
2024,202401,1,3000000,51.0
2024,202401,1,260000,73.0
2024,202401,1,33200,75.0
2024,202401,1,60000,65.0
2024,202401,1,215000,229.0
2024,202401,1,475000,13.0
2024,202401,1,900000,149.0
2024,202401,1,240000,86.0
2024,202401,1,400000,97.0
2024,202401,1,490000,89.0
2024,202401,1,425000,87.0
2024,202401,1,50000,103.0
2024,202401,1,550000,79.0
2024,202401,1,312000,25.0
2024,202401,1,90000,51.0
2024,202401,1,700000,93.0
2024,202401,1,270000,140.0
2024,202401,1,70000,60.0
2024,202401,1,320000,44.0
2024,202401,1,250000,30.0
2024,202401,1,43000,106.0
2024,202401,1,290000,54.0
2024,202401,1,333000,22.0
2024,202401,1,350000,171.0
2024,202401,1,350000,64.0
2024,202401,1,560000,83.0
2024,202401,1,120000,49.0
2024,202401,1,350000,52.0
2024,202401,1,250000,50.0
2024,202401,1,1000000,54.0
2024,202401,1,350000,17.0
2024,202401,1,556000,17.0
2024,202401,1,727000,72.0
2024,202401,1,660000,68.0
2024,202401,1,650000,106.0
2024,202401,1,140000,22.0
2024,202401,1,500000,228.0
2024,202401,1,380000,122.0
2024,202401,1,240000,186.0
2024,202401,1,720000,134.0
2024,202401,1,20000,23.0
2024,202401,1,325000,153.0
2024,202401,1,275000,88.0
2024,202401,1,250000,37.0
2024,202401,1,500000,88.0
2024,202401,1,660000,47.0
2024,202401,1,86000,39.0
2024,202401,1,400000,63.0
2024,202401,1,18000,67.0
2024,202401,1,899000,163.0
2024,202401,1,125000,27.0
2024,202401,1,250000,135.0
2024,202401,1,720000,52.0
2024,202401,1,375000,39.0
2024,202401,1,350000,18.0
2024,202401,1,200000,48.0
2024,202401,1,900000,61.0
2024,202401,1,1000000,99.0
2024,202401,1,259000,293.0
2024,202401,1,700000,73.0
2024,202401,1,60000,107.0
2024,202401,1,300000,71.0
2024,202401,1,60000,67.0
2024,202401,1,400000,37.0
2024,202401,1,400000,133.0
2024,202401,1,300000,42.0
2024,202401,1,499000,142.0
2024,202401,1,20000,50.0
2024,202401,1,200000,110.0
2024,202401,1,735000,151.0
2024,202401,1,270000,157.0
2024,202401,1,2000000,51.0
2024,202401,1,150000,69.0
2024,202401,1,429000,38.0
2024,202401,1,700000,167.0
2024,202401,1,850000,62.0
2024,202401,1,400000,94.0
2024,202401,1,90000,394.0
2024,202401,1,10000,39.0
2024,202401,1,695000,52.0
2024,202401,1,700000,201.0
2024,202401,1,475000,73.0
2024,202401,1,400000,82.0
2024,202401,1,225000,69.0
2024,202401,1,315000,189.0
2024,202401,1,400000,109.0
2024,202401,1,900000,110.0
2024,202401,1,200000,73.0
2024,202401,1,470000,71.0
2024,202401,1,600000,64.0
2024,202401,1,175000,61.0
2024,202401,1,400000,52.0
2024,202401,1,200000,178.0
2024,202401,1,1100000,85.0
2024,202401,1,380000,534.0
2024,202401,1,200000,24.0
2024,202401,1,350000,18.0
2024,202401,1,404000,412.0
2024,202401,1,260000,72.0
2024,202401,1,283000,39.0
2024,202401,1,500000,69.0
2024,202401,1,375000,208.0
2024,202401,1,450000,49.0
2024,202401,1,1000000,69.0
2024,202401,1,220000,66.0
2024,202401,1,440000,155.0
2024,202401,1,200000,96.0
2024,202401,1,500000,70.0
2024,202401,1,387000,20.0
2024,202401,1,485000,60.0
2024,202401,1,155000,68.0
2024,202401,1,320000,61.0
2024,202401,1,385000,66.0
2024,202401,1,1000000,50.0
2024,202401,1,12000,18.0
2024,202401,1,300000,122.0
2024,202401,1,800000,86.0
2024,202401,1,1400000,88.0
2024,202401,1,250000,53.0
2024,202401,1,500000,102.0
2024,202401,1,1800000,65.0
2024,202401,1,175000,126.0
2024,202401,1,620000,232.0
2024,202401,1,500000,70.0
2024,202401,1,20000,196.0
2024,202401,1,680000,68.0
2024,202401,1,600000,99.0
2024,202401,1,80000,55.0
2024,202401,1,50000,17.0
2024,202401,1,400000,31.0
2024,202401,1,650000,119.0
2024,202401,1,204000,66.0
2024,202401,1,900000,52.0
2024,202401,1,450000,236.0
2024,202401,1,210000,40.0
2024,202401,1,618000,75.0
2024,202401,1,674000,60.0
2024,202401,1,1300,70.0
2024,202401,1,320000,70.0
2024,202401,1,850000,80.0
2024,202401,1,200000,47.0
2024,202401,1,15000,76.0
2024,202401,1,450000,182.0
2024,202401,1,1500000,94.0
2024,202401,1,500000,67.0
2024,202401,1,75000,13.0
2024,202401,1,350000,469.0
2024,202401,1,100000,59.0
2024,202401,1,350000,97.0
2024,202401,1,650000,83.0
2024,202401,1,415000,41.0
2024,202401,1,635000,90.0
2024,202401,1,215000,49.0
2024,202401,1,400000,36.0
2024,202401,1,250000,328.0
2024,202401,1,45000,44.0
2024,202401,1,700000,168.0
2024,202401,1,800000,28.0
2024,202401,1,95000,35.0
2024,202401,1,490000,67.0
2024,202401,1,550000,92.0
2024,202401,1,500000,42.0
2024,202401,1,475000,135.0
2024,202401,1,450000,25.0
2024,202401,1,310000,42.0
2024,202401,1,200000,213.0
2024,202401,1,150000,126.0
2024,202401,1,4370000,68.0
2024,202401,1,450000,58.0
2024,202401,1,225000,19.0
2024,202401,1,270000,60.0
2024,202401,1,130000,37.0
2024,202401,1,1800000,15.0
2024,202401,1,315000,126.0
2024,202401,1,225000,88.0
2024,202401,1,100000,45.0
2024,202401,1,800000,36.0
2024,202401,1,300000,150.0
2024,202401,1,190000,41.0
2024,202401,1,3000,111.0
2024,202401,1,300000,107.0
2024,202401,1,650000,48.0
2024,202401,1,390000,91.0
2024,202401,1,57000,70.0
2024,202401,1,300000,63.0
2024,202401,1,150000,22.0
2024,202401,1,130000,83.0
2024,202401,1,1700000,51.0
2024,202401,1,160000,74.0
2024,202401,1,700000,195.0
2024,202401,1,90000,49.0
2024,202401,1,350000,39.0
2024,202401,1,550000,163.0
2024,202401,1,5387000,268.0
2024,202401,1,200000,70.0
